"LectureName","Slides","Worksheets","Readings"
"MachineLearning","file:///C:/Users/PC/Documents/GitHub/RoboProf/Dataset/Slides/slides06.pdf","file:///C:/Users/PC/Documents/GitHub/RoboProf/Dataset/Worksheets/worksheet06.pdf","[MG17, Chapters 2, 3, 5] (kNN, k-Means, Evaluation)"
